image_name,tags
test_1022,haze primary cloudy
test_1023,primary water cloudy
test_1024,primary clear
test_1025,primary clear road agriculture water
test_1026,primary partly_cloudy
test_1027,cultivation primary clear road agriculture
test_1028,cultivation primary road partly_cloudy agriculture
test_1029,haze primary clear road agriculture water
test_1030,cultivation primary clear agriculture
test_1031,primary clear
test_1032,haze primary clear water
test_1033,primary partly_cloudy agriculture
test_1034,primary clear
test_1035,primary clear
test_1036,primary clear
test_1037,cultivation primary clear agriculture
test_1038,primary clear road agriculture water
test_1039,cloudy
test_1040,primary clear
test_1041,primary partly_cloudy
test_1042,primary clear water
test_1043,haze primary road partly_cloudy agriculture water
test_1044,cultivation primary partly_cloudy agriculture
test_1045,primary clear
test_1046,cultivation primary clear agriculture
test_1047,primary clear agriculture water
test_1048,primary clear
test_1049,primary clear
test_1050,primary clear
test_1051,primary clear
test_1052,primary clear
test_1053,primary clear water
test_1054,primary partly_cloudy
test_1055,cultivation primary habitation clear road agriculture water
test_1056,haze primary
test_1057,cultivation primary habitation clear road agriculture
test_1058,cultivation primary clear agriculture
test_1059,cultivation haze primary clear partly_cloudy agriculture
test_1060,primary clear road selective_logging water
test_1061,primary clear
test_1062,primary road partly_cloudy agriculture water
test_1063,primary clear
test_1064,cultivation primary clear agriculture
test_1065,primary clear
test_1066,cultivation primary habitation clear road agriculture
test_1067,primary clear
test_1068,cloudy
test_1069,cultivation primary clear agriculture
test_1070,primary clear road agriculture
test_1071,primary habitation clear road agriculture
test_1072,primary clear
test_1073,primary clear road agriculture water
test_1074,primary clear
test_1075,primary road partly_cloudy agriculture
test_1076,primary clear water
test_1077,primary clear water
test_1078,primary clear agriculture
test_1079,primary clear
test_1080,primary clear
test_1081,primary clear
test_1082,cloudy
test_1083,primary habitation clear road agriculture
test_1084,primary clear
test_1085,primary clear
test_1086,bare_ground primary clear road agriculture
test_1087,primary clear agriculture water
test_1088,primary clear
test_1089,primary habitation clear road
test_1090,primary clear road water
test_1091,cultivation primary clear agriculture water
test_1092,primary clear road agriculture
test_1093,primary clear
test_1094,primary habitation clear road agriculture
test_1095,primary clear
test_1096,primary partly_cloudy
test_1097,primary road partly_cloudy agriculture
test_1098,haze primary clear
test_1099,primary clear
test_1100,haze primary clear road agriculture
test_1101,cultivation primary clear agriculture
test_1102,cultivation primary habitation clear road agriculture water
test_1103,primary clear agriculture water
test_1104,primary habitation clear road agriculture water
test_1105,primary clear
test_1106,primary clear partly_cloudy
test_1107,primary habitation clear road agriculture
test_1108,primary road partly_cloudy agriculture
test_1109,clear water cloudy
test_1110,primary clear water
test_1111,primary clear
test_1112,primary clear road agriculture water
test_1113,primary clear water
test_1114,clear water cloudy
test_1115,primary clear water
test_1116,primary habitation clear road agriculture water
test_1117,primary partly_cloudy
test_1118,cloudy
test_1119,primary habitation clear road agriculture
test_1120,primary clear
test_1121,primary clear
test_1122,cultivation primary clear road agriculture water
test_1123,cultivation primary habitation clear road agriculture
test_1124,primary clear
test_1125,primary clear
test_1126,primary partly_cloudy
test_1127,cultivation primary habitation clear road agriculture
test_1128,cultivation primary habitation clear road agriculture
test_1129,primary partly_cloudy
test_1130,primary clear
test_1131,haze primary cloudy
test_1132,haze primary cloudy
test_1133,primary clear
test_1134,primary clear road agriculture
test_1135,primary clear
test_1136,primary clear
test_1137,primary clear agriculture
test_1138,primary clear
test_1139,cloudy
test_1140,primary partly_cloudy
test_1141,primary partly_cloudy
test_1142,haze primary
test_1143,primary clear
test_1144,cultivation primary clear agriculture
test_1145,primary clear
test_1146,cultivation primary clear agriculture
test_1147,haze primary
test_1148,primary clear
test_1149,cloudy
test_1150,primary clear
test_1151,primary clear
test_1152,primary clear
test_1153,primary clear
test_1154,primary clear
test_1155,primary clear
test_1156,haze primary clear road agriculture water
test_1157,primary partly_cloudy
test_1158,cultivation primary clear road agriculture
test_1159,primary partly_cloudy cloudy
test_1160,haze primary clear agriculture
test_1161,primary partly_cloudy cloudy
test_1162,haze primary clear road agriculture water
test_1163,primary clear road partly_cloudy agriculture
test_1164,primary clear agriculture water
test_1165,primary clear road agriculture
test_1166,primary clear
test_1167,primary clear
test_1168,cultivation primary clear agriculture
test_1169,primary clear partly_cloudy
test_1170,primary clear
test_1171,cultivation primary clear agriculture
test_1172,primary clear
test_1173,primary habitation clear road agriculture
test_1174,primary habitation clear road
test_1175,primary partly_cloudy
test_1176,cultivation haze primary clear road agriculture
test_1177,cloudy
test_1178,primary clear
test_1179,cultivation primary clear agriculture
test_1180,primary clear road agriculture
test_1181,primary clear
test_1182,primary clear
test_1183,cultivation haze primary clear agriculture
test_1184,cultivation primary clear agriculture
test_1185,bare_ground primary habitation clear road agriculture
test_1186,cloudy
test_1187,primary clear
test_1188,primary clear road agriculture
test_1189,primary clear
test_1190,cloudy
test_1191,bare_ground primary clear road agriculture
test_1192,primary clear
test_1193,primary clear road selective_logging water
test_1194,primary clear
test_1195,primary clear road agriculture
test_1196,primary habitation clear road agriculture water
test_1197,cultivation primary clear agriculture
test_1198,primary clear
test_1199,primary clear
test_1200,primary habitation clear road agriculture
test_1201,primary clear
test_1202,bare_ground primary clear road agriculture
test_1203,primary clear
test_1204,primary clear road agriculture
test_1205,primary clear
test_1206,clear water cloudy
test_1207,primary clear
test_1208,haze primary clear
test_1209,cultivation primary habitation clear agriculture
test_1210,cultivation primary habitation clear road agriculture water
test_1211,primary clear road agriculture water
test_1212,primary clear
test_1213,primary clear partly_cloudy
test_1214,primary clear road agriculture water
test_1215,haze primary clear agriculture water
test_1216,primary clear
test_1217,primary partly_cloudy
test_1218,cultivation primary habitation clear road agriculture
test_1219,primary partly_cloudy
test_1220,cultivation primary clear agriculture
test_1221,cultivation primary clear agriculture
test_1222,primary clear water
test_1223,primary partly_cloudy agriculture water
test_1224,primary clear
test_1225,primary clear
test_1226,cultivation primary habitation clear road agriculture
test_1227,cloudy
test_1228,primary road partly_cloudy agriculture water
test_1229,primary partly_cloudy
test_1230,primary clear water
test_1231,cultivation primary habitation clear road agriculture
test_1232,primary clear road partly_cloudy agriculture water
test_1233,primary clear
test_1234,primary clear
test_1235,primary clear
test_1236,primary habitation clear road agriculture
test_1237,cultivation primary habitation clear road agriculture
